lable,text
3,متوسط
5,"بسیار عالی ،همه چیز خوب، صبحانه عالی ،دستتون درد نکنه"
4,"خوب بود ولی موقع پذیرش, پذیرش کننده خوش اخلاق نبود"
4,از اقامتم راضیم .
4,من به همراه خانواده در دو سال متوالی ایام نوروز در این هتل اقامت داشتم. دلیل انتخاب مجدد نیز موقعیت بسیار خوب و زیبای شمال شهر و دسترسی راحت به نقاط مختلف تهران بود . در اینجا هم جا داره از ایران هتل بدلیل پیشنهادات جذابش تشکر کنم 🌹
5,خیلی خوب
4,هتل خوبی بود
4,"سومین نوروز بود که من این هتل اقامت داشتم. خیلی از مشکلاتی که سالهای قبل بود، برطرف شده بود. بنظر من خدمات هتل نسبت به قیمتش خوب بود."
4,"كاركنان خوش برخورد بودند، از نظر دسترسی و برخورد كاركنان رضايت بخش ميباشد."
5,همه چیزعالی بودازصبحانه وکیفیت غذاگرفته تابرخوردکارکنان وتمیزی اطاق ها
5,بسيار خوب
4,من واقعا اقامت خوبی داشتم . بنظر من نقطه متمايز اين هتل برخورد كاركنانش مي باشد .
4,پرسنل پاسخگویی داره
3,قديمي شده و بايد حتما مبلمان و وسايل اتاق تعويض شود
5,من هتل تو تهران زیاد میرم سه قطب پارسیان رو امتحان کردم و به نظرم استقلال نسبت به آزادی و اوین آرامشش و خدماتش و کارکنانش همگی مودب و رسیدگی به موقع بود یکم قدیمیه اما همه چی عالی بود فقط دستشویی هتل یکم ناجوره یعنی کنار توالت فرنگی یه شیر آب نیست و یه توالت دیگه برای شستن هستش یکم سخت بود به نظرم یه فکری باید براش بکنن ولی در کل من این هتل رو دوست داشتم بی شک بازم انتخابش میکنم
5,در كل قابل قبول و عالي در كل راضي بوديم مخصوصا ازاتاق وويوي بسيار عالي ممنون از كليه كاركنان خوب وزحمتكش هتل
4,خوب
4,متاسفانه اتاق ما کنار لاندری بود و نصف شب خیلی سروصدا میومد و یکمی اذیت شدیم
4,"صبحانه خوب،پرسنل خانه داری بامسئولیت،اتاقها امکانات حداقل،پرسنل پذیرش آموزش لازمند"
4,نظافت اتاق ها خوب بود
4,قابل قبول است. ولی وای فای سریع تمام می شود.
4,آلودگی صوتی
4,"کلاسیک و راحت ،کارکنان درجه یک"
5,"تمام کار کنانی که من با آنها تماس داشتم تماما بسیار گرم, با نزاکت و پروفشنال در کار خود بودند و باکمال میل سعی در براه انداختن کار من بودند. صبحانه : بسیار عالی با انتخابهای فراوان و مجموعه ای بزرگ برای هر سلیقه ایی. ولو اینکه هتل دارای تحصیلات ورزشی بود اما متاسفانه من فرست استفاده از آنها را نداشتم. روم سرویس بسیار عالی از نطافت روزانه اطاق تا سرویس غذا در اطاق. تنها نکته ای که من دوست دارم بصورت. پیشنهاد نه انتقاد مطرح کنم نکته ای در باره کارپت اطاق و تعمیرات وتازه سازی درونی اطاقها میباشد."
4,خوب بود
4,پر مشغله و کم حوصله
4,پرسنل مودب
5,کارکنان عالی و مودب
4,مودب
4,خوب
3,رزرواسیون خیلی کند.اتاق ها مسهلک.
4,خوب فقط کمی شلوغ بود
4,متاسفانه در اتاق هایی که رو به شمال قرار گرفتن تا دیر وقت صدای اتوموبیل های عبوری به گوش میرسه و امکان استراحت نیست. ای کاش پنجره این اتاق ها هرچه سریعتر 2 جداره بشن.
4,اتاق ها احتیاج به تعمیر دارند
3,هتل خوب می باشد اما کیفیت تشک تخت ها بسیار پایین است. همچنین wifi هتل دارای محدودیت است
3,سفر کاری
4,كلا در همه زمينه ها در حد متوسط است
3,کیفیت و تمیزی اتاقها در حدِ ۳ستاره
2,بی اراده و کم محل بودند
4,خوب
2,هتل و کارکنان مثبت ولی زیرساختها نامناسب
4,خوب بود
4,با سلام به ورودي هتل رسيدگي بيشتري صورت بگيرد فرش پا دري را در سه روز اقامتم هم الوده و هم نا مناسب با كلاس هتل ديدم دررانتخاب طرح فرش و الگو و تميزي ان توجه شود ..به اسانسور رسيدگي بيشتر شود
3,جهت قرارگيرى در رده هتل ٥ ستاره نيازمند بازسازى است
3,به نظر من اتاق فوق العاده قدیمی با وسایل کهنه بود فشار آب ضعیف بود نور اتاق خیلی بد و بوی نا مطبوع فاضلاب واقعا آزار دهنده بود .کارکنان هتل مودب و خوش برخورد بودن از نظر سرویس دهی هم خوب بود
4,بخش غربی نیاز به باز سازی کامل دارد
4,رفتار کارکنان هتل خیلی حرفه ای نبود ولی در حد هتل ۳ ستاره رفتار خوبی کارکنان بخش رزرواسیون داشتند.
3,خوب بود .
3,ساختمان غربی تماما نیاز به بازسازی دارد البته خودتون می دونید
5,همه چیز عالی بود فقط نور اتاقها کم بود
5,بسیارخوب
4,عالی
5,بسیار عالی بود
5,خوب اما شلوغ
4,"رفتار کارکنان بسیار عالی بود، در کل خوب بود فقط یک مقدار امکاناتش به روز نیست."
4,نقطه ضعف هتل دکوراسیون قدیمی و نور ناکافی اتاقها می باشد
4,"هتل در کل خوبه ، امکانات اتاق ها و فضای کلی اتاق تمیزاست."
4,حدالامكان موكت هاي بخش غربي هتل رو هم در كريدورهاي ارتباطي هم داخل اتاقها تعويض نماييد
5,با سلام رفتار پرسنل عالي پاسخگويي هم عالي بود فقط ي مساله وجود داشت كه اتاق نورش كم بود همش چراغ خواب با نور زرد بود من ترجيح ميدم روشن تر باشه اتاق و اينكه وان حمام قديمي و رنگ شده بود كه قسمتي از رنگ ها رفته بود ولي بازم تاكيد ميكنم چون به شخصا مكانهايي ميرم كه برخورد و رفتار طرف كاملا داراي احترام باشه. رفتار كاركنان و پاسخگويي عاااالي بود سپاس
4,رفتار پرسنل بسیار خوب تمیزی هتل در حد مطلوب در کل از اقامت در هتل استقلال راضی هستم.
5,عالی بود
5,ساختمان هتل قدیمی بود .
4,از نظر موقعیت و دسترسی بسیار خوبی برخوردار است بخش خانه داری و پذیرش ضعیف بود و با وجود چند بار تماس برای آوردن تخت اضافه بعد از نیم ساعت تاخیر تحویل داده شد
5,کارکنان بسیار خوب و استاندارد عمل می کنن.
3,خوب بود ولی ضلع غربی نباید 5 ستاره باشه.
3,قدیمی و عدم نوسازی امکانات هتل
4,سرویس حمام / فشار آب ضعیف
3,خوب
5,عالی
5,عالی
3,"دسترسى خوب، هتلى شلوغ، تجهيزات اتاقها فرسوده وبازسازى لازم هستند."
